Topic,Count,Name,Representation,Representative_Docs
-1,6,-1_tilmelding_maj 2020_2020_maj,"['tilmelding', 'maj 2020', '2020', 'maj', 'hovedindhold', 'gå hovedindhold', 'hovedindhold log', 'tilmeld pios', 'tilmelding rss', 'rss feed']","['Gå til hovedindhold\nLog ind\nNetavisen Pio\nSøg\nBooster-menu\nNyheder\nPodcast\nOpinion\nKultur\nf\nIntet billede\n10 november, 2017\nDet selvrealiserende karakterræs skaber ikke kvalitet\nTilmelding til f\nTilmelding til RSS-feed\nTilmeld dig Pios nyhedsbrev', 'Gå til hovedindhold\nLog ind\nNetavisen Pio\nSøg\nBooster-menu\nNyheder\nPodcast\nOpinion\nKultur\nSkolepraktik\nTilmelding til Skolepraktik\nTilmelding til RSS-feed\nTilmeld dig Pios nyhedsbrev', 'Gå til hovedindhold\nLog ind\nNetavisen Pio\nSøg\nBooster-menu\nNyheder\nPodcast\nOpinion\nKultur\nøstudvidelsen\nTilmelding til østudvidelsen\nTilmelding til RSS-feed\nTilmeld dig Pios nyhedsbrev']"
